Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2013-06-23,BadgerysCreek,9.1,14,9.4,NA,NA,SW,26,SW,SSE,11,13,100,82,1028.9,1027,NA,NA,10.3,12.7,Yes,14.4,Yes
2013-06-24,BadgerysCreek,9.1,13.3,14.4,NA,NA,SSW,35,WSW,WSW,13,7,91,85,1021.5,1017.7,NA,NA,10.4,13.1,Yes,17.8,Yes
2013-06-25,BadgerysCreek,8.9,14,17.8,NA,NA,SW,33,SW,SSW,7,7,100,100,1016.4,1015.5,NA,NA,10.5,12.4,Yes,38.2,Yes
2013-06-26,BadgerysCreek,10.4,17.8,38.2,NA,NA,SSE,33,SSW,S,11,17,100,67,1021,1020.5,NA,NA,13.6,17.4,Yes,4.4,Yes
2013-06-27,BadgerysCreek,11.5,18,4.4,NA,NA,SE,20,SW,SSW,7,4,100,88,1023.3,1020.8,NA,NA,13,15.7,Yes,0.2,No
2013-06-28,BadgerysCreek,10.4,16,0.2,NA,NA,WSW,17,SW,SSE,13,7,100,100,1024.1,1022.5,NA,NA,12,13.9,No,30.2,Yes
2013-06-29,BadgerysCreek,11.2,13.3,30.2,NA,NA,S,19,SW,SW,9,11,100,100,1025.2,1023.2,NA,NA,11.7,12.8,Yes,9.8,Yes
2013-06-30,BadgerysCreek,10,17,9.8,NA,NA,WSW,17,SE,SW,4,6,91,82,1026.3,1023.9,NA,NA,11.1,14.4,Yes,0.2,No
2013-07-01,BadgerysCreek,6.6,20.1,0.2,NA,NA,SW,19,SW,NE,6,6,96,49,1024.6,1021.7,NA,NA,10.6,18.4,No,0,No
2013-07-02,BadgerysCreek,3.6,18.9,0,NA,NA,WSW,15,SW,WSW,2,6,100,54,1025,1020.9,NA,NA,8.9,17.9,No,0.2,No
2013-07-03,BadgerysCreek,3.7,17.9,0.2,NA,NA,SW,15,NA,NNE,0,6,92,56,1024.5,1020.8,NA,NA,9.4,17.4,No,0.2,No
2013-07-04,BadgerysCreek,0.5,21,0.2,NA,NA,NW,44,SW,W,6,17,100,43,1016.4,1011.5,NA,NA,5.8,20.7,No,0,No
2013-07-05,BadgerysCreek,5.8,18.4,0,NA,NA,W,52,WNW,W,22,30,50,30,1010.8,1011.4,NA,NA,15.8,16.8,No,0,No
2013-07-06,BadgerysCreek,2,16.3,0,NA,NA,W,30,N,WSW,7,15,73,38,1020,1018.1,NA,NA,8.3,15.8,No,0,No
2013-07-07,BadgerysCreek,0.6,17.1,0,NA,NA,WSW,30,NA,WSW,0,9,81,45,1027.3,1025.7,NA,NA,7.8,16.9,No,0,No
2013-07-08,BadgerysCreek,0.5,17.1,0,NA,NA,SW,33,NA,WSW,0,15,100,46,1031.9,1030.1,NA,NA,6,16.7,No,0,No
2013-07-09,BadgerysCreek,4,15.1,0,NA,NA,E,24,SW,ENE,11,13,78,72,1035.2,1033.6,NA,NA,9.9,12.5,No,0,No
2013-07-10,BadgerysCreek,7.3,16.3,0,NA,NA,WSW,13,SW,ENE,7,7,92,67,1034.1,1031.6,NA,NA,9.8,14.9,No,0,No
2013-07-11,BadgerysCreek,3.1,16.9,0,NA,NA,NE,11,NA,NNE,0,6,100,62,1035.5,1032.1,NA,NA,8,16.5,No,0.2,No
2013-07-12,BadgerysCreek,2.5,18,0.2,NA,NA,NNW,15,NA,NNE,0,6,100,53,1031.3,1027.2,NA,NA,8.1,17.5,No,0.2,No
2013-07-13,BadgerysCreek,4.3,16.2,0.2,NA,NA,WSW,9,NA,NNW,0,2,100,69,1029.4,1027.4,NA,NA,8.5,15.5,No,0,No
2013-07-14,BadgerysCreek,5.4,18,0,NA,NA,NNE,22,WNW,NNE,2,13,100,57,1028.5,1025.1,NA,NA,11.2,17.6,No,0.8,No
2013-07-15,BadgerysCreek,10.3,14.8,0.8,NA,NA,NNW,7,NA,NNW,0,6,100,99,1024.7,1022.2,NA,NA,11.2,14.6,No,0.2,No
2013-07-16,BadgerysCreek,9.2,20.3,0.2,NA,NA,W,26,NNW,ENE,2,2,100,67,1024.8,1022.2,NA,NA,11.7,19.6,No,0.2,No
2013-07-17,BadgerysCreek,9.1,22.1,0.2,NA,NA,N,13,NA,NNE,0,9,100,59,1024,1020.4,NA,NA,11.6,21.8,No,0,No
2013-07-18,BadgerysCreek,7.5,21.4,0,NA,NA,NNE,15,NA,NA,0,0,100,69,1022.9,1019.1,NA,NA,11.5,20,No,0,No
2013-07-19,BadgerysCreek,10.8,17.4,0,NA,NA,NNE,33,NA,NNE,0,17,94,80,1015.1,1011.2,NA,NA,16.2,16.9,No,0.2,No
2013-07-20,BadgerysCreek,6.1,19,0.2,NA,NA,NW,61,N,NW,13,33,90,42,1009.2,1005.4,NA,NA,14.1,17.4,No,0,No
2013-07-21,BadgerysCreek,4,15.3,0,NA,NA,W,57,NW,W,13,26,51,35,1015.9,1013.6,NA,NA,10.5,14.3,No,0,No
2013-07-22,BadgerysCreek,0.3,16.1,0,NA,NA,WNW,48,S,W,4,26,82,34,1019.5,1016.6,NA,NA,6.3,15.4,No,0,No
2013-07-23,BadgerysCreek,-0.4,16.4,0,NA,NA,SW,44,N,SW,4,26,79,47,1020.3,1019,NA,NA,8.5,15,No,0,No
2013-07-24,BadgerysCreek,7.6,16.9,0,NA,NA,SSW,39,SW,S,26,17,57,45,1026.8,1026.4,NA,NA,12.6,16.1,No,0,No
2013-07-25,BadgerysCreek,2.5,17.8,0,NA,NA,NNE,20,SW,N,2,7,93,43,1030.2,1026.5,NA,NA,7.8,17.4,No,0,No
2013-07-26,BadgerysCreek,0.3,19.7,0,NA,NA,N,13,NW,N,4,2,100,37,1025.8,1023.4,NA,NA,8.4,19.3,No,0,No
2013-07-27,BadgerysCreek,1.9,18,0,NA,NA,ENE,22,WSW,NNE,4,11,66,50,1031.2,1027.9,NA,NA,9.1,17.3,No,0,No
2013-07-28,BadgerysCreek,2.6,17.9,0,NA,NA,NNE,11,NA,NNE,0,6,100,59,1030,1025.5,NA,NA,8.5,17.4,No,0,No
2013-07-29,BadgerysCreek,3.2,21.5,0,NA,NA,N,19,NA,N,0,13,100,47,1025.6,1020.5,NA,NA,7.9,21.2,No,0.2,No
2013-07-30,BadgerysCreek,5.3,20.7,0.2,NA,NA,SW,15,NA,N,0,9,100,56,1020,1017.6,NA,NA,11.8,19.4,No,0.2,No
2013-07-31,BadgerysCreek,9.5,17,0.2,NA,NA,S,30,SW,S,13,9,79,67,1024.2,1022.9,NA,NA,13.4,15.1,No,0.2,No
2013-08-01,BadgerysCreek,3.8,19.2,0.2,NA,NA,WNW,17,SW,ENE,7,7,93,44,1023.6,1019.9,NA,NA,10.1,17.7,No,0,No
2013-08-02,BadgerysCreek,2.7,19.6,0,NA,NA,WNW,31,NA,NW,0,11,100,37,1018.2,1012.6,NA,NA,7.8,18.8,No,0,No
2013-08-03,BadgerysCreek,3.5,18.5,0,NA,NA,WSW,37,NA,WSW,0,6,74,34,1016,1012.1,NA,NA,11.6,17.6,No,0,No
2013-08-04,BadgerysCreek,6.4,17.6,0,NA,NA,WSW,37,NA,WSW,0,22,62,40,1013.8,1013.1,NA,NA,13.1,17.3,No,0,No
2013-08-05,BadgerysCreek,4.4,19.6,0,NA,NA,W,39,N,W,9,22,68,39,1017.4,1014,NA,NA,11.9,18.5,No,0,No
2013-08-07,BadgerysCreek,7.6,18.2,NA,NA,NA,SW,35,WSW,ESE,19,4,67,41,1013.9,1009.1,NA,NA,11.7,17.2,NA,6.8,Yes
2013-08-08,BadgerysCreek,7,14.3,6.8,NA,NA,SW,50,SW,SSW,13,24,74,65,1008.9,1010.9,NA,NA,9.1,13.5,Yes,0,No
2013-08-09,BadgerysCreek,3.7,18.3,0,NA,NA,WSW,19,SW,N,6,6,71,47,1018.9,1014,NA,NA,9.7,16.9,No,0,No
2013-08-10,BadgerysCreek,3.5,22.3,0,NA,NA,NW,28,WNW,W,6,15,62,36,1016.2,1013.5,NA,NA,12.9,22.1,No,0,No
2013-08-11,BadgerysCreek,3.3,21.2,0,NA,NA,NNW,20,NW,NE,4,7,69,31,1018.2,1013.5,NA,NA,12,20.6,No,0,No
2013-08-12,BadgerysCreek,3.8,24.8,0,NA,NA,WNW,89,ENE,NW,4,30,80,52,1006,1003.1,NA,NA,11.9,17.6,No,0,No
2013-08-13,BadgerysCreek,3,21,0,NA,NA,SW,39,W,NNE,11,9,34,29,1012.9,1012.2,NA,NA,15.6,20.1,No,0,No
2013-08-14,BadgerysCreek,2.6,23,0,NA,NA,WNW,39,WSW,WNW,2,24,87,25,1013.5,1007.7,NA,NA,8.3,22.3,No,0,No
2013-08-15,BadgerysCreek,8.2,18.5,0,NA,NA,SW,52,SW,SSW,22,6,44,30,1019.2,1019.3,NA,NA,12.4,18.1,No,0,No
2013-08-16,BadgerysCreek,0.1,20.1,0,NA,NA,NE,37,NA,NNE,0,22,90,29,1023.5,1015.9,NA,NA,8.5,19.5,No,0,No
2013-08-17,BadgerysCreek,6.2,23.7,0,NA,NA,WNW,54,N,WNW,7,30,56,36,1010.4,1007.4,NA,NA,14.2,22,No,0,No
2013-08-18,BadgerysCreek,5.9,21.9,0,NA,NA,NW,44,N,NW,11,22,54,28,1016.9,1011.6,NA,NA,14.5,21.4,No,0,No
2013-08-19,BadgerysCreek,9.1,19.4,0,NA,NA,WNW,59,NE,WSW,9,26,42,35,1009,1007.7,NA,NA,16.6,16.5,No,0,No
2013-08-20,BadgerysCreek,5.3,14.8,0,NA,NA,WSW,50,WSW,W,26,28,47,32,1014,1012.7,NA,NA,10.7,13.9,No,0,No
2013-08-22,BadgerysCreek,-0.1,17.5,NA,NA,NA,WNW,43,NNE,NW,9,17,84,43,1013.5,1010.2,NA,NA,6.1,15.9,NA,0,No
2013-08-23,BadgerysCreek,6.1,17.9,0,NA,NA,WNW,54,WSW,WNW,4,17,54,48,1010.2,1008.9,NA,NA,15.1,16.6,No,0,No
2013-08-24,BadgerysCreek,6.5,21.4,0,NA,NA,SW,24,SW,S,13,9,55,37,1020.3,1019.7,NA,NA,16.3,20.9,No,0,No
2013-08-25,BadgerysCreek,3.3,23.9,0,NA,NA,ESE,17,NA,E,0,2,75,34,1024.2,1020,NA,NA,12.4,22.9,No,0,No
2013-08-26,BadgerysCreek,4.5,20.8,0,NA,NA,WSW,19,SW,NW,4,4,63,38,1024.9,1020.3,NA,NA,13.6,19.9,No,0,No
2013-08-27,BadgerysCreek,6.8,22.2,0,NA,NA,E,24,WSW,ESE,4,6,61,41,1022,1018,NA,NA,14.7,20.7,No,0,No
2013-08-28,BadgerysCreek,5.1,23.4,0,NA,NA,SW,28,SW,ESE,4,15,82,38,1021.6,1019.5,NA,NA,14,22.1,No,0,No
2013-08-29,BadgerysCreek,5.6,21.4,0,NA,NA,N,22,SSE,ENE,4,7,96,53,1024.4,1018.6,NA,NA,12.4,20.7,No,0,No
2013-08-30,BadgerysCreek,8.9,27.4,0,NA,NA,NNW,37,NE,NW,7,22,65,27,1014.9,1011.4,NA,NA,17.9,27,No,0,No
2013-08-31,BadgerysCreek,8.9,24,0,NA,NA,E,26,W,SSW,9,9,67,33,1021.7,1019.6,NA,NA,15.4,23.6,No,0,No
2013-09-01,BadgerysCreek,5,23.4,0,NA,NA,ENE,24,SW,N,4,9,72,34,1028.9,1026,NA,NA,13.8,23,No,0,No
2013-09-03,BadgerysCreek,6.9,23.4,NA,NA,NA,N,22,NW,ENE,4,7,75,46,1034.2,1030.9,NA,NA,15.1,22.9,NA,0.2,No
2013-09-04,BadgerysCreek,6.6,24.3,0.2,NA,NA,NNE,26,WSW,NNE,7,17,96,33,1033.6,1027.5,NA,NA,14.7,23.9,No,0,No
2013-09-05,BadgerysCreek,6.2,28,0,NA,NA,WNW,26,NNW,W,4,15,79,34,1027.5,1023.2,NA,NA,15.8,27.4,No,0,No
2013-09-06,BadgerysCreek,9.9,27.6,0,NA,NA,E,22,NE,NNE,6,9,62,38,1027,1022.1,NA,NA,19.3,26.3,No,0,No
2013-09-07,BadgerysCreek,10.3,31.1,0,NA,NA,NW,43,NNE,WNW,4,28,100,19,1022.5,1018.1,NA,NA,18.2,30.4,No,0,No
2013-09-08,BadgerysCreek,14.7,19.7,0,NA,NA,S,20,WSW,ENE,7,7,80,69,1026.6,1022.6,NA,NA,15.9,19.2,No,0,No
2013-09-09,BadgerysCreek,11.2,25.9,0,NA,NA,NNE,26,NE,N,6,13,78,51,1020.9,1013.4,NA,NA,18.3,24.6,No,0,No
2013-09-10,BadgerysCreek,14.4,31.7,0,NA,NA,WNW,80,NNW,WNW,31,43,28,18,1004.8,1000.8,NA,NA,25.8,29.8,No,0,No
2013-09-11,BadgerysCreek,6.8,24.2,0,NA,NA,WSW,35,W,WSW,11,26,49,18,1012.6,1008.6,NA,NA,15.6,23.7,No,0,No
2013-09-12,BadgerysCreek,4.1,23.6,0,NA,NA,S,52,NNE,WSW,4,19,48,27,1015.6,1010.5,NA,NA,16.5,22.1,No,0,No
2013-09-13,BadgerysCreek,7,18.5,0,NA,NA,ENE,33,SW,ENE,13,11,61,52,1022.2,1017.5,NA,NA,12.8,17.2,No,4.4,Yes
2013-09-14,BadgerysCreek,11.7,22.8,4.4,NA,NA,SSE,37,WSW,S,13,20,88,53,1011.8,1008.8,NA,NA,15.2,21.3,Yes,0.2,No
2013-09-15,BadgerysCreek,8.7,20.9,0.2,NA,NA,E,31,SSW,ESE,9,17,68,61,1018.4,1015.9,NA,NA,16.9,18.3,No,0,No
2013-09-16,BadgerysCreek,11.2,17.6,0,NA,NA,E,20,SSE,ENE,4,7,90,98,1016.3,1009.6,NA,NA,14.1,15.9,No,24,Yes
2013-09-17,BadgerysCreek,13.7,22.8,24,NA,NA,NNW,52,N,WNW,15,22,79,49,1000.3,997.9,NA,NA,17.5,21,Yes,0,No
2013-09-18,BadgerysCreek,12.6,24.1,0,NA,NA,WNW,50,WNW,WNW,17,24,55,29,1002,1000.2,NA,NA,19.3,23.7,No,0,No
2013-09-19,BadgerysCreek,10.4,23.1,0,NA,NA,WNW,37,NE,W,4,24,35,22,1005.6,1003.8,NA,NA,17.7,21.8,No,0,No
2013-09-20,BadgerysCreek,6.3,20.5,0,NA,NA,W,65,N,WNW,13,30,44,70,1007.7,1008.2,NA,NA,17.3,12.8,No,0,No
2013-09-21,BadgerysCreek,7.1,22.4,0,NA,NA,WSW,28,SW,ESE,15,11,53,35,1015.1,1011.2,NA,NA,16.5,21.3,No,0,No
2013-09-22,BadgerysCreek,5,25.6,0,NA,NA,WSW,30,SSE,S,2,6,64,29,1015.1,1011,NA,NA,15.7,24.6,No,0,No
2013-09-23,BadgerysCreek,8.9,28.3,0,NA,NA,E,24,E,NNE,2,6,65,25,1012.1,1006.4,NA,NA,17.2,27.7,No,0,No
2013-09-24,BadgerysCreek,11.6,31.1,0,NA,NA,WSW,50,S,WSW,4,28,77,18,1004.2,1000.6,NA,NA,16.4,29.7,No,0,No
2013-09-25,BadgerysCreek,9.1,32.3,0,NA,NA,WNW,44,N,WNW,4,30,45,20,1009.9,1005.4,NA,NA,21.4,31.3,No,0,No
2013-09-26,BadgerysCreek,9.6,30.3,0,NA,NA,W,74,N,W,9,39,51,21,1002.6,1006.8,NA,NA,20.6,24.2,No,0,No
2013-09-27,BadgerysCreek,4.4,24.4,0,NA,NA,E,30,W,NNE,6,9,40,19,1020.2,1015.6,NA,NA,16.5,23.7,No,0,No
2013-09-28,BadgerysCreek,5.1,28.5,0,NA,NA,WNW,72,N,WNW,13,22,52,17,1010.7,1005.9,NA,NA,17.7,27.2,No,0,No
2013-09-29,BadgerysCreek,11.1,25.1,0,NA,NA,WSW,44,SW,NE,15,7,35,23,1017.3,1013.5,NA,NA,19.2,24.6,No,0,No
2013-09-30,BadgerysCreek,5.5,31.2,0,NA,NA,WNW,30,NNE,NNW,9,7,59,18,1016.5,1010.1,NA,NA,17.2,30.7,No,0,No
2013-10-01,BadgerysCreek,11.1,33,0,NA,NA,WNW,91,N,NNW,11,39,47,32,1003.8,1004.2,NA,NA,20.8,26.4,No,0,No
2013-10-02,BadgerysCreek,5,25.7,0,NA,NA,NW,46,NNW,WNW,13,28,41,24,1015.5,1007.4,NA,NA,17.5,25.4,No,0,No
2013-10-03,BadgerysCreek,11.8,19.3,0,NA,NA,SSW,56,SW,SSW,31,26,45,41,1010.8,1014.7,NA,NA,17,15.9,No,0.2,No
2013-10-04,BadgerysCreek,5.5,21.3,0.2,NA,NA,SW,28,SW,SW,19,4,50,29,1022.7,1018.2,NA,NA,14.7,20.7,No,0,No
2013-10-05,BadgerysCreek,4.7,29.5,0,NA,NA,NW,17,NNE,NNE,4,4,56,24,1016.5,1010.1,NA,NA,16.4,27.6,No,0,No
2013-10-06,BadgerysCreek,8,32.9,0,NA,NA,W,56,N,NW,4,28,50,15,1010.3,1004.6,NA,NA,17.9,32.4,No,0,No
2013-10-07,BadgerysCreek,13.4,22.5,0,NA,NA,SW,37,SSW,ESE,13,22,59,47,1011.4,1009.9,NA,NA,17.1,19.8,No,0,No
2013-10-08,BadgerysCreek,9,21.9,0,NA,NA,SE,37,SSW,SSE,4,20,66,47,1013.9,1015.3,NA,NA,16.2,20.4,No,0,No
2013-10-09,BadgerysCreek,5.5,31.9,0,NA,NA,N,26,N,NNE,2,11,73,23,1019.1,1012.8,NA,NA,14,29.4,No,0,No
2013-10-10,BadgerysCreek,10.4,36.2,0,NA,NA,NW,56,NE,NW,9,30,34,9,1009.6,1003.3,NA,NA,22.5,36,No,0,No
2013-10-11,BadgerysCreek,13.9,26.1,0,NA,NA,SSE,31,ESE,NE,7,13,69,35,1013,1011.3,NA,NA,19.8,24.8,No,0,No
2013-10-12,BadgerysCreek,7.7,31.6,0,NA,NA,E,35,ESE,ENE,2,9,61,21,1015.9,1008.4,NA,NA,17.4,29.9,No,0,No
2013-10-13,BadgerysCreek,12.7,34.3,0,NA,NA,WNW,80,E,WNW,2,43,67,9,1002.6,996.7,NA,NA,18.5,33.1,No,0,No
2013-10-14,BadgerysCreek,11.6,20.3,0,NA,NA,WSW,44,WSW,S,26,17,45,33,1014.6,1014,NA,NA,14.7,19.1,No,0,No
2013-10-15,BadgerysCreek,4.5,25.4,0,NA,NA,WSW,28,N,NE,4,7,49,18,1022.6,1017.9,NA,NA,13.7,23.6,No,0,No
2013-10-16,BadgerysCreek,5.3,31.2,0,NA,NA,W,41,N,NW,7,15,51,10,1019,1011.6,NA,NA,15.7,30.5,No,0,No
2013-10-17,BadgerysCreek,11.3,33.6,0,NA,NA,NW,83,N,NW,28,35,25,9,1005,1003.6,NA,NA,25.6,32.4,No,0,No
2013-10-18,BadgerysCreek,7.2,22.8,0,NA,NA,SW,35,SW,E,13,17,31,34,1026,1023.9,NA,NA,16.3,21.6,No,0,No
2013-10-19,BadgerysCreek,6.4,25.8,0,NA,NA,ENE,33,NA,ESE,0,9,71,25,1028.2,1023,NA,NA,14.3,25,No,0,No
2013-10-20,BadgerysCreek,9.6,31.1,0,NA,NA,ENE,28,S,NNE,2,9,65,28,1021.5,1015.5,NA,NA,18.5,29.7,No,0,No
2013-10-21,BadgerysCreek,11.4,36.1,0,NA,NA,NE,20,NW,NE,4,7,63,17,1016.3,1011,NA,NA,20,35.3,No,0,No
2013-10-22,BadgerysCreek,18.1,25.4,0,NA,NA,SSW,26,SSW,N,7,6,65,70,1015.8,1012.2,NA,NA,21.7,22.5,No,5.8,Yes
2013-10-23,BadgerysCreek,18.6,31.8,5.8,NA,NA,W,65,NNE,W,9,33,61,17,1005,1003.4,NA,NA,25.1,30.6,Yes,0,No
2013-10-24,BadgerysCreek,11.1,23.4,0,NA,NA,SSW,57,W,SW,20,37,37,20,1012.2,1013.9,NA,NA,18.7,20.8,No,0,No
2013-10-25,BadgerysCreek,5.8,23.9,0,NA,NA,ENE,24,WNW,WNW,6,4,36,17,1023.3,1018.2,NA,NA,15.3,23.3,No,0,No
2013-10-26,BadgerysCreek,8.8,24.9,0,NA,NA,ESE,37,SW,ENE,26,9,36,21,1021.3,1017.8,NA,NA,16.6,24.4,No,0,No
2013-10-27,BadgerysCreek,9.5,25.4,0,NA,NA,SE,39,E,SE,2,22,68,45,1022.7,1019.3,NA,NA,16,22.8,No,0,No
2013-10-28,BadgerysCreek,14.3,25.9,0,NA,NA,E,30,S,E,4,15,77,48,1019.6,1013.5,NA,NA,18,24.7,No,0,No
2013-10-29,BadgerysCreek,11.9,28.3,0,NA,NA,S,59,N,S,4,31,74,54,1007,1008.3,NA,NA,18.5,19.9,No,0,No
2013-10-30,BadgerysCreek,10.7,23.4,0,NA,NA,E,31,SW,E,17,20,51,40,1019.9,1016.9,NA,NA,16.6,22.5,No,0,No
2013-10-31,BadgerysCreek,12.9,26.5,0,NA,NA,ESE,43,NNE,ESE,7,22,58,41,1021.8,1017.7,NA,NA,18.6,25.3,No,0,No
2013-11-01,BadgerysCreek,15.6,26.9,0,NA,NA,E,31,NNE,E,4,13,71,44,1023.8,1018.6,NA,NA,17.6,26,No,0,No
2013-11-02,BadgerysCreek,11.4,33.8,0,NA,NA,SW,31,WSW,S,2,7,69,15,1017.9,1011.7,NA,NA,19.9,32.8,No,0,No
2013-11-03,BadgerysCreek,13.1,35.4,0,NA,NA,SW,67,N,W,7,37,36,7,1010.5,1006.6,NA,NA,24.2,33.3,No,0,No
2013-11-04,BadgerysCreek,8.9,20.9,0,NA,NA,ESE,43,SSW,SE,28,26,30,32,1022.9,1022.9,NA,NA,15.2,19.4,No,0,No
2013-11-05,BadgerysCreek,10,21.9,0,NA,NA,ESE,30,SW,ESE,19,11,53,39,1028,1025.6,NA,NA,15.7,20.4,No,0,No
2013-11-06,BadgerysCreek,6.5,27.3,0,NA,NA,ENE,33,NNW,ENE,6,11,63,29,1024,1017.4,NA,NA,16.2,26.9,No,0,No
2013-11-07,BadgerysCreek,10.2,34.4,0,NA,NA,NE,35,NA,NE,0,9,62,20,1016.8,1010.8,NA,NA,19.6,33.2,No,0,No
2013-11-08,BadgerysCreek,13.3,38.1,0,NA,NA,SW,63,N,NNE,4,11,46,16,1011.1,1004.8,NA,NA,23.6,36.5,No,0.2,No
2013-11-09,BadgerysCreek,18.1,34,0.2,NA,NA,NW,52,WNW,NW,17,26,42,16,1006.5,1005.7,NA,NA,26.7,32.5,No,0,No
2013-11-10,BadgerysCreek,14.9,17.7,0,NA,NA,S,33,S,SSE,15,9,67,80,1017.7,1017.5,NA,NA,16.8,16.2,No,47,Yes
2013-11-11,BadgerysCreek,12.8,17.3,47,NA,NA,S,39,SSW,S,9,20,96,90,1019.6,1017.1,NA,NA,13.9,15.4,Yes,31,Yes
2013-11-12,BadgerysCreek,13.7,22.8,31,NA,NA,NNE,26,S,NE,6,17,86,73,1012.7,1010.3,NA,NA,17.2,19.4,Yes,7.4,Yes
2013-11-13,BadgerysCreek,11.2,28.8,7.4,NA,NA,W,41,N,WNW,4,19,65,24,1014.5,1010.5,NA,NA,19.3,28.2,Yes,0,No
2013-11-14,BadgerysCreek,12,29.1,0,NA,NA,E,33,NNW,S,7,11,36,25,1014.1,1010.2,NA,NA,20.9,27.4,No,0,No
2013-11-15,BadgerysCreek,12.8,25.1,0,NA,NA,E,41,WSW,ESE,4,20,64,59,1015.9,1014,NA,NA,19.6,21.2,No,3,Yes
2013-11-16,BadgerysCreek,13.7,22.3,3,NA,NA,SSE,43,S,SE,15,20,77,55,1016.4,1013.9,NA,NA,17,21.4,Yes,4.2,Yes
2013-11-17,BadgerysCreek,13.8,17.6,4.2,NA,NA,SSW,33,S,SW,19,15,75,81,1016.1,1015.2,NA,NA,15.8,16.6,Yes,6.4,Yes
2013-11-18,BadgerysCreek,13.9,20.5,6.4,NA,NA,SSW,50,SSW,SSW,24,20,67,92,1014.4,1011.6,NA,NA,16.9,16.1,Yes,18,Yes
2013-11-19,BadgerysCreek,15,25.5,18,NA,NA,WSW,26,SW,ENE,15,15,68,54,1011.8,1009.7,NA,NA,20,24.8,Yes,0,No
2013-11-20,BadgerysCreek,13.3,29.4,0,NA,NA,E,31,NE,E,2,7,75,37,1012.4,1009.4,NA,NA,19.8,28.7,No,0,No
2013-11-21,BadgerysCreek,15.5,28.6,0,NA,NA,E,35,N,ENE,9,17,77,52,1012.9,1008.9,NA,NA,21,27.4,No,2.6,Yes
2013-11-22,BadgerysCreek,18.5,25.9,2.6,NA,NA,NNE,37,NNE,SW,6,20,90,84,1010,1006.6,NA,NA,19.6,19.6,Yes,42.4,Yes
2013-11-23,BadgerysCreek,17,24.9,42.4,NA,NA,NE,30,NA,ENE,0,15,90,68,1005.8,1002.6,NA,NA,19.3,23.3,Yes,0.2,No
2013-11-24,BadgerysCreek,12.6,25.5,0.2,NA,NA,ENE,31,SE,E,4,19,64,53,1006.4,1004.2,NA,NA,19.2,23.4,No,0,No
2013-11-25,BadgerysCreek,14.7,23.7,0,NA,NA,S,52,ENE,S,2,26,60,77,1008.1,1009.5,NA,NA,19.9,17.5,No,0,No
2013-11-26,BadgerysCreek,11.4,22.8,0,NA,NA,SSE,28,SW,S,17,6,61,45,1017.3,1015.8,NA,NA,16.9,22,No,0,No
2013-11-27,BadgerysCreek,9.6,27.2,0,NA,NA,E,28,NW,SE,4,6,55,34,1018.1,1013.7,NA,NA,18.3,26.2,No,0,No
2013-11-28,BadgerysCreek,12.1,34.6,0,NA,NA,NNE,22,N,NE,6,13,73,24,1011.8,1003.8,NA,NA,18.7,33,No,0,No
2013-11-29,BadgerysCreek,18.6,20.6,0,NA,NA,SSE,35,E,SSE,4,13,75,74,1006.3,1008.6,NA,NA,20.1,17.1,No,0.8,No
2013-11-30,BadgerysCreek,13.9,22.3,0.8,NA,NA,SE,30,SSW,ESE,11,15,61,52,1019.1,1018.9,NA,NA,17.2,20.8,No,0,No
2013-12-01,BadgerysCreek,11.3,23.8,0,NA,NA,ESE,28,W,ESE,4,11,60,54,1025.2,1023.7,NA,NA,19.1,22.3,No,0,No
2013-12-02,BadgerysCreek,15.3,27.3,0,NA,NA,NE,26,N,ENE,9,9,68,37,1022.6,1018.7,NA,NA,18.7,24.9,No,0,No
2013-12-03,BadgerysCreek,11,30.7,0,NA,NA,ESE,28,N,NE,6,11,72,26,1017.5,1012,NA,NA,18.7,29.8,No,0,No
2013-12-04,BadgerysCreek,13.1,35.5,0,NA,NA,N,26,NA,NW,0,4,72,31,1006.3,999.8,NA,NA,21.1,32.1,No,3.6,Yes
2013-12-05,BadgerysCreek,18.2,25.2,3.6,NA,NA,W,93,WSW,W,19,56,71,63,997.3,999.7,NA,NA,19.3,14,Yes,0,No
2013-12-06,BadgerysCreek,10.3,24.9,0,NA,NA,W,57,WSW,SW,17,17,41,24,1011.8,1012.2,NA,NA,16.6,23,No,0,No
2013-12-07,BadgerysCreek,8.9,26.6,0,NA,NA,E,31,N,NNE,2,9,51,29,1020.6,1017.5,NA,NA,18.1,25.7,No,0,No
2013-12-08,BadgerysCreek,12,30.5,0,NA,NA,NNE,28,NNW,NE,4,11,66,35,1019.3,1012.2,NA,NA,20.2,29.5,No,0,No
2013-12-09,BadgerysCreek,16.2,31.7,0,NA,NA,NNW,33,NA,SW,0,6,57,46,1009.4,1003.1,NA,NA,23.6,29.9,No,0,No
2013-12-10,BadgerysCreek,22,33.4,0,NA,NA,NW,50,NNW,NW,15,26,42,18,1002.4,1002.5,NA,NA,27.3,32.2,No,0,No
2013-12-11,BadgerysCreek,13.7,31.3,0,NA,NA,WSW,41,S,W,6,26,50,21,1009.7,1004.2,NA,NA,21.7,30.3,No,0,No
